time_ms,battery_voltage,rssi_dbm,ble_conn_attempts,prime_calc_ms,cpu_cycles,latency_us
2399,4.0119,-44,0,0,0,0
3425,4.01,-42,0,0,0,0
4440,4.0156,-60,0,0,0,0
5456,4.0141,-59,0,0,0,0
6470,4.0181,-64,0,0,0,0
7484,4.0166,-64,0,0,0,0
8498,4.0169,-67,0,0,0,0
9512,4.0153,-63,0,0,0,0
10541,4.0138,-57,0,0,33360,139
11555,4.0156,-59,0,0,33360,139
12570,4.0169,-61,0,0,33360,139
13584,4.0147,-60,0,0,33360,139
14599,4.0156,-59,0,0,33360,139
17382,4.0141,-64,0,7,33360,139
18397,4.0169,-66,0,7,33360,139
19412,4.0169,-63,0,7,33360,139
20427,4.0147,-67,0,7,33360,139
21458,4.0184,-57,0,7,31440,131
22473,4.0178,-54,0,7,31440,131
23488,4.0166,-53,0,7,31440,131
24503,4.0172,-53,0,7,31440,131
25517,4.0178,-55,0,7,31440,131
26531,4.0159,-55,0,7,31440,131
27545,4.0159,-59,0,7,31440,131
28559,4.0169,-57,0,7,31440,131
29573,4.0166,-54,0,7,31440,131
30587,4.0159,-60,0,7,31440,131
32134,4.0138,-62,0,7,24720,103
33149,4.0175,-56,0,7,24720,103
34164,4.0156,-58,0,7,24720,103
35179,4.0147,-57,0,7,24720,103
36194,4.0134,-58,0,7,24720,103
37209,4.0141,-54,0,7,24720,103
38224,4.0141,-61,0,7,24720,103
39238,4.0134,-63,0,7,24720,103
40252,4.0125,-63,0,7,24720,103
41266,4.0141,-66,0,7,24720,103
42293,4.0128,-57,0,7,19920,83
43308,4.0125,-52,0,7,19920,83
44322,4.0131,-52,0,7,19920,83
45336,4.0125,-51,0,7,19920,83
46351,4.0128,-50,0,7,19920,83
47807,4.0091,-56,0,7,19920,83
48822,4.0156,-56,0,7,19920,83
49836,4.0141,-58,0,7,19920,83
50851,4.0138,-62,0,7,19920,83
51866,4.0131,-57,0,7,19920,83
52962,4.0131,-55,0,7,16074960,66979
53977,4.0138,-56,0,7,16074960,66979
54992,4.0138,-55,0,7,16074960,66979
56006,4.0116,-56,0,7,16074960,66979
57020,4.0116,-54,0,7,16074960,66979
58035,4.0116,-55,0,7,16074960,66979
59049,4.0106,-58,0,7,16074960,66979
60064,4.0109,-57,0,7,16074960,66979
61079,4.0103,-58,0,7,16074960,66979
62094,4.0109,-58,0,7,16074960,66979
64018,4.0106,-59,0,7,32017440,133406
65033,4.0106,-57,0,7,32017440,133406
66047,4.0109,-60,0,7,32017440,133406
67061,4.0103,-54,0,7,32017440,133406
68075,4.0106,-55,0,7,32017440,133406
69090,4.0088,-61,0,7,32017440,133406
70105,4.0103,-56,0,7,32017440,133406
71120,4.0097,-57,0,7,32017440,133406
72135,4.0078,-63,0,7,32017440,133406
73150,4.0084,-61,0,7,32017440,133406
74313,4.0109,-58,0,7,31975200,133230
75329,4.0091,-65,0,7,31975200,133230
76344,4.0094,-60,0,7,31975200,133230
77359,4.0047,-63,0,7,31975200,133230
79023,4.0106,-65,0,7,31975200,133230
80038,4.0081,-59,0,7,31975200,133230
81054,4.0094,-59,0,7,31975200,133230
82069,4.0069,-56,0,7,31975200,133230
83084,4.0075,-57,0,7,31975200,133230
84100,4.0078,-58,0,7,31975200,133230
85260,4.0056,-54,0,7,31646160,131859
86276,4.0075,-56,0,7,31646160,131859
87291,4.005,-55,0,7,31646160,131859
88306,4.005,-54,0,7,31646160,131859
89321,4.0063,-53,0,7,31646160,131859
90335,4.0066,-53,0,7,31646160,131859
91349,4.0069,-53,0,7,31646160,131859
92363,4.0072,-56,0,7,31646160,131859
93977,4.0075,-56,0,7,31646160,131859
94993,4.0044,-55,0,7,31646160,131859
96154,4.0053,-56,0,7,31766160,132359
97169,4.005,-55,0,7,31766160,132359
98184,4.0044,-58,0,7,31766160,132359
99198,4.005,-55,0,7,31766160,132359
100213,4.0037,-63,0,7,31766160,132359
101228,4.0056,-59,0,7,31766160,132359
102243,4.0006,-55,0,7,31766160,132359
103258,4.0034,-55,0,7,31766160,132359
104273,4.0037,-64,0,7,31766160,132359
105287,4.0053,-54,0,7,31766160,132359
106447,4.0016,-56,0,7,31773120,132388
107462,4.0022,-53,0,7,31773120,132388
109124,4.0047,-56,0,7,31773120,132388
110140,4.0044,-52,0,7,31773120,132388
111156,4.0009,-53,0,7,31773120,132388
112171,4.0009,-56,0,7,31773120,132388
113186,4.0044,-65,0,7,31773120,132388
114200,4.0025,-52,0,7,31773120,132388
115214,4.0041,-53,0,7,31773120,132388
116228,4.0037,-55,0,7,31773120,132388
117389,4.0006,-56,0,7,32009280,133372
118405,4.0009,-54,0,7,32009280,133372
119419,4.0016,-57,0,7,32009280,133372
120433,4.0016,-53,0,7,32009280,133372
121447,3.9997,-55,0,7,32009280,133372
122461,3.9991,-60,0,7,32009280,133372
123475,4.0013,-56,0,7,32009280,133372
125108,4.0034,-55,0,7,32009280,133372
126123,4.0003,-62,0,7,32009280,133372
127138,3.9997,-59,0,7,32009280,133372
128299,3.9988,-57,0,7,31838880,132662
129314,4.0006,-50,0,7,31838880,132662
130328,3.9991,-52,0,7,31838880,132662
131343,3.9997,-53,0,7,31838880,132662
132358,3.9978,-58,0,7,31838880,132662
133373,3.9984,-56,0,7,31838880,132662
134388,4.0006,-56,0,7,31838880,132662
135406,3.9984,-58,0,7,31838880,132662
136420,3.9997,-52,0,7,31838880,132662
137434,3.9984,-57,0,7,31838880,132662
138595,3.9969,-55,0,7,31887600,132865
140153,4.0,-65,0,7,31887600,132865
141168,3.9975,-61,0,7,31887600,132865
142183,3.9966,-52,0,7,31887600,132865
143198,3.9969,-59,0,7,31887600,132865
144214,3.9981,-61,0,7,31887600,132865
145232,3.9975,-60,0,7,31887600,132865
146246,3.9988,-64,0,7,31887600,132865
147260,3.9959,-59,0,7,31887600,132865
148274,3.9969,-59,0,7,31887600,132865
149435,3.9975,-56,0,7,31910640,132961
150453,3.9963,-54,0,7,31910640,132961
151467,3.9969,-52,0,7,31910640,132961
152481,3.9959,-52,0,7,31910640,132961
153495,3.9947,-60,0,7,31910640,132961
154509,3.9969,-57,0,7,31910640,132961
156240,3.9978,-59,0,7,31910640,132961
157255,3.9963,-55,0,7,31910640,132961
158270,3.9959,-55,0,7,31910640,132961
159285,3.9947,-57,0,7,31910640,132961
160447,3.9956,-72,0,7,32007840,133366
161463,3.9953,-59,0,7,32007840,133366
162477,3.9966,-57,0,7,32007840,133366
163492,3.9953,-67,0,7,32007840,133366
164507,3.9938,-58,0,7,32007840,133366
165522,3.9925,-56,0,7,32007840,133366
166537,3.9956,-64,0,7,32007840,133366
167553,3.9938,-58,0,7,32007840,133366
168568,3.9934,-62,0,7,32007840,133366
169583,3.9944,-61,0,7,32007840,133366
171232,3.9922,-64,0,7,31958880,133162
172247,3.9947,-59,0,7,31958880,133162
173261,3.9938,-57,0,7,31958880,133162
174275,3.9916,-53,0,7,31958880,133162
175289,3.9931,-53,0,7,31958880,133162
176304,3.9928,-69,0,7,31958880,133162
177319,3.9944,-70,0,7,31958880,133162
178334,3.9934,-65,0,7,31958880,133162
179349,3.9913,-68,0,7,31958880,133162
180364,3.9922,-68,0,7,31958880,133162
181527,3.9931,-62,0,7,31933920,133058
182543,3.9922,-72,0,7,31933920,133058
183558,3.9916,-62,0,7,31933920,133058
184573,3.9906,-62,0,7,31933920,133058
185588,3.9903,-62,0,7,31933920,133058
187193,3.9925,-68,0,7,31933920,133058
188208,3.9906,-65,0,7,31933920,133058
189222,3.9919,-62,0,7,31933920,133058
190237,3.9916,-58,0,7,31933920,133058
191251,3.9897,-55,0,7,31933920,133058
192413,3.9913,-59,0,7,31910880,132962
193428,3.99,-55,0,7,31910880,132962
194442,3.9891,-55,0,7,31910880,132962
195457,3.9903,-57,0,7,31910880,132962
196471,3.9916,-57,0,7,31910880,132962
197486,3.9891,-56,0,7,31910880,132962
198501,3.9888,-57,0,7,31910880,132962
199516,3.9878,-59,0,7,31910880,132962
200534,3.9906,-57,0,7,31910880,132962
201551,3.9897,-57,0,7,31910880,132962
203312,3.9853,-55,0,7,32036160,133484
204328,3.9878,-55,0,7,32036160,133484
205345,3.9866,-55,0,7,32036160,133484
206359,3.9884,-54,0,7,32036160,133484
207373,3.9878,-56,0,7,32036160,133484
208387,3.9872,-54,0,7,32036160,133484
209401,3.9872,-54,0,7,32036160,133484
210415,3.9881,-56,0,7,32036160,133484
211429,3.9888,-54,0,7,32036160,133484
212444,3.985,-68,0,7,32036160,133484
213605,3.9844,-53,0,7,31793040,132471
214620,3.9844,-53,0,7,31793040,132471
215634,3.9838,-54,0,7,31793040,132471
216648,3.9878,-56,0,7,31793040,132471
218182,3.9841,-58,0,7,31793040,132471
219197,3.9841,-58,0,7,31793040,132471
220212,3.9847,-63,0,7,31793040,132471
221227,3.9866,-53,0,7,31793040,132471
222243,3.9838,-58,0,7,31793040,132471
223259,3.9872,-57,0,7,31793040,132471
224420,3.985,-58,0,7,31921440,133006
225436,3.9831,-55,0,7,31921440,133006
226451,3.9834,-62,0,7,31921440,133006
227466,3.9844,-60,0,7,31921440,133006
228483,3.9853,-60,0,7,31921440,133006
229497,3.9847,-66,0,7,31921440,133006
230511,3.985,-65,0,7,31921440,133006
231525,3.9834,-58,0,7,31921440,133006
232539,3.985,-57,0,7,31921440,133006
234062,3.9844,-58,0,7,31921440,133006
235224,3.9853,-58,0,7,32024400,133435
236239,3.985,-58,0,7,32024400,133435
237253,3.9822,-57,0,7,32024400,133435
238267,3.9853,-59,0,7,32024400,133435
239281,3.9841,-59,0,7,32024400,133435
240296,3.9841,-63,0,7,32024400,133435
241311,3.9825,-65,0,7,32024400,133435
242325,3.9831,-57,0,7,32024400,133435
243340,3.9838,-65,0,7,32024400,133435
244355,3.9834,-60,0,7,32024400,133435
245516,3.9841,-62,0,7,31995120,133313
246534,3.9834,-59,0,7,31995120,133313
247549,3.9825,-63,0,7,31995120,133313
249113,3.9806,-61,0,7,31995120,133313
250128,3.9828,-65,0,7,31995120,133313
251143,3.9819,-63,0,7,31995120,133313
252158,3.9819,-65,0,7,31995120,133313
253173,3.9813,-64,0,7,31995120,133313
254192,3.9822,-63,0,7,31995120,133313
255209,3.9828,-61,0,7,31995120,133313
256370,3.9809,-64,0,7,32017680,133407
257386,3.9819,-60,0,7,32017680,133407
258401,3.9797,-58,0,7,32017680,133407
259416,3.9806,-56,0,7,32017680,133407
260431,3.98,-60,0,7,32017680,133407
261445,3.9806,-62,0,7,32017680,133407
262459,3.9781,-57,0,7,32017680,133407
263473,3.98,-63,0,7,32017680,133407
265086,3.9791,-66,0,7,32017680,133407
266101,3.9806,-64,0,7,32017680,133407
267264,3.9791,-58,0,7,31911120,132963
268279,3.9791,-65,0,7,31911120,132963
269293,3.98,-60,0,7,31911120,132963
270307,3.9791,-58,0,7,31911120,132963
271322,3.9772,-55,0,7,31911120,132963
272338,3.9781,-57,0,7,31911120,132963
273354,3.9781,-55,0,7,31911120,132963
274369,3.9794,-57,0,7,31911120,132963
275386,3.9797,-59,0,7,31911120,132963
276400,3.9781,-55,0,7,31911120,132963
277561,3.9806,-56,0,7,31876800,132820
278576,3.9763,-63,0,7,31876800,132820
280343,3.9775,-55,0,7,31876800,132820
281357,3.9769,-62,0,7,31876800,132820
282373,3.9797,-62,0,7,31876800,132820
283388,3.9775,-61,0,7,31876800,132820
284403,3.9784,-60,0,7,31876800,132820
285419,3.9769,-59,0,7,31876800,132820
286434,3.9778,-59,0,7,31876800,132820
287595,3.9747,-57,0,7,31874880,132812
288611,3.9741,-60,0,7,31874880,132812
289626,3.9784,-57,0,7,31874880,132812
290641,3.9759,-54,0,7,31874880,132812
291655,3.9766,-57,0,7,31874880,132812
292669,3.9759,-60,0,7,31874880,132812
293683,3.9766,-58,0,7,31874880,132812
295287,3.9759,-61,0,7,31874880,132812
296303,3.9756,-60,0,7,31874880,132812
297318,3.9753,-55,0,7,31874880,132812
298481,3.9763,-55,0,7,32179920,134083
299498,3.9753,-59,0,7,32179920,134083
300513,3.9756,-60,0,7,32179920,134083
301529,3.975,-64,0,7,32179920,134083
302544,3.9759,-58,0,7,32179920,134083
303559,3.9716,-60,0,7,32179920,134083
304574,3.975,-55,0,7,32179920,134083
305590,3.9731,-54,0,7,32179920,134083
306605,3.9747,-55,0,7,32179920,134083
307619,3.9741,-62,0,7,32179920,134083
308780,3.9725,-64,0,7,31878960,132829
310383,3.9738,-65,0,7,31878960,132829
311398,3.9734,-53,0,7,31878960,132829
312412,3.9728,-59,0,7,31878960,132829
313426,3.9734,-54,0,7,31878960,132829
314441,3.9747,-64,0,7,31878960,132829
315456,3.9731,-58,0,7,31878960,132829
316471,3.9738,-61,0,7,31878960,132829
317486,3.9728,-54,0,7,31878960,132829
318501,3.9722,-60,0,7,31878960,132829
319664,3.9731,-55,0,7,32106960,133779
320680,3.9722,-58,0,7,32106960,133779
321695,3.9709,-62,0,7,32106960,133779
322710,3.9713,-57,0,7,32106960,133779
323725,3.9719,-57,0,7,32106960,133779
324740,3.9716,-54,0,7,32106960,133779
326423,3.9716,-61,0,7,32106960,133779
327439,3.9719,-60,0,7,32106960,133779
328454,3.9709,-57,0,7,32106960,133779
329470,3.9703,-61,0,7,32106960,133779
330633,3.9709,-67,0,7,32034000,133475
331648,3.9713,-57,0,7,32034000,133475
332662,3.9709,-61,0,7,32034000,133475
333677,3.9706,-66,0,7,32034000,133475
334692,3.97,-58,0,7,32034000,133475
335707,3.9694,-64,0,7,32034000,133475
336724,3.9706,-55,0,7,32034000,133475
337738,3.9703,-61,0,7,32034000,133475
338752,3.9694,-50,0,7,32034000,133475
339766,3.9694,-53,0,7,32034000,133475
341415,3.9697,-52,0,7,31805520,132523
342430,3.9697,-50,0,7,31805520,132523
343444,3.9672,-52,0,7,31805520,132523
344459,3.9688,-49,0,7,31805520,132523
345474,3.9703,-54,0,7,31805520,132523
346488,3.9691,-54,0,7,31805520,132523
347503,3.9684,-50,0,7,31805520,132523
348518,3.9694,-51,0,7,31805520,132523
349533,3.9663,-51,0,7,31805520,132523
350550,3.9681,-52,0,7,31805520,132523
351714,3.97,-54,0,7,31847280,132697
352729,3.9691,-52,0,7,31847280,132697
353744,3.9678,-54,0,7,31847280,132697
354759,3.9678,-53,0,7,31847280,132697
355774,3.9691,-54,0,7,31847280,132697
357447,3.9691,-48,0,7,31847280,132697
358462,3.9669,-49,0,7,31847280,132697
359477,3.9669,-52,0,7,31847280,132697
360492,3.9663,-51,0,7,31847280,132697
361508,3.9669,-51,0,7,31847280,132697
362672,3.9681,-52,0,7,32041440,133506
363688,3.9672,-50,0,7,32041440,133506
364703,3.9666,-45,0,7,32041440,133506
365718,3.9653,-49,0,7,32041440,133506
366733,3.9678,-49,0,7,32041440,133506
367748,3.9663,-51,0,7,32041440,133506
368762,3.9669,-51,0,7,32041440,133506
369776,3.9653,-52,0,7,32041440,133506
370790,3.9669,-51,0,7,32041440,133506
372395,3.9669,-51,0,7,32041440,133506
373556,3.9669,-56,0,7,32000400,133335
374571,3.9644,-54,0,7,32000400,133335
375586,3.9656,-52,0,7,32000400,133335
376600,3.9663,-62,0,7,32000400,133335
377615,3.9659,-67,0,7,32000400,133335
378630,3.9644,-56,0,7,32000400,133335
379645,3.9638,-50,0,7,32000400,133335
380660,3.9641,-54,0,7,32000400,133335
381675,3.9641,-57,0,7,32000400,133335
382689,3.9641,-53,0,7,32000400,133335
383849,3.9631,-56,0,7,31811760,132549
384865,3.9628,-58,0,7,31811760,132549
385880,3.9653,-54,0,7,31811760,132549
387753,3.9638,-56,0,7,31811760,132549
388768,3.9641,-54,0,7,31811760,132549
389783,3.9644,-54,0,7,31811760,132549
390799,3.9625,-60,0,7,31811760,132549
391817,3.9644,-55,0,7,31811760,132549
392835,3.9628,-58,0,7,31811760,132549
393997,3.9634,-57,0,7,32011200,133380
395012,3.9638,-56,0,7,32011200,133380
396027,3.96,-55,0,7,32011200,133380
397042,3.9625,-57,0,7,32011200,133380
398058,3.9622,-55,0,7,32011200,133380
399072,3.9625,-64,0,7,32011200,133380
400086,3.9628,-59,0,7,32011200,133380
401100,3.9616,-62,0,7,32011200,133380
402712,3.9622,-53,0,7,32011200,133380
403728,3.9622,-59,0,7,32011200,133380
404891,3.9616,-55,0,7,32006640,133361
405906,3.9609,-65,0,7,32006640,133361
406920,3.9591,-62,0,7,32006640,133361
407934,3.9625,-66,0,7,32006640,133361
408949,3.9622,-57,0,7,32006640,133361
409964,3.9588,-49,0,7,32006640,133361
410979,3.9597,-52,0,7,32006640,133361
411994,3.9597,-52,0,7,32006640,133361
413013,3.9613,-54,0,7,32006640,133361
414027,3.9616,-57,0,7,32006640,133361
415188,3.9616,-54,0,7,31914960,132979
416204,3.9588,-57,0,7,31914960,132979
417764,3.9616,-53,0,7,31914960,132979
418780,3.9619,-55,0,7,31914960,132979
419795,3.9606,-57,0,7,31914960,132979
420810,3.9594,-57,0,7,31914960,132979
421825,3.9581,-55,0,7,31914960,132979
422840,3.9597,-54,0,7,31914960,132979
423854,3.9597,-57,0,7,31914960,132979
424868,3.9597,-57,0,7,31914960,132979
426027,3.9584,-55,0,7,31536240,131401
427044,3.9597,-55,0,7,31536240,131401
428060,3.9594,-55,0,7,31536240,131401
429074,3.9581,-56,0,7,31536240,131401
430089,3.9588,-58,0,7,31536240,131401
431104,3.9578,-48,0,7,31536240,131401
432119,3.9581,-57,0,7,31536240,131401
433731,3.9566,-57,0,7,31536240,131401
434747,3.9575,-54,0,7,31536240,131401
435762,3.9563,-57,0,7,31536240,131401
436925,3.9572,-60,0,7,32247120,134363
437941,3.9569,-58,0,7,32247120,134363
438955,3.9575,-58,0,7,32247120,134363
439970,3.9588,-54,0,7,32247120,134363
440985,3.9575,-55,0,7,32247120,134363
442000,3.9556,-56,0,7,32247120,134363
443016,3.9566,-59,0,7,32247120,134363
444030,3.9575,-56,0,7,32247120,134363
445044,3.9569,-58,0,7,32247120,134363
446058,3.9563,-61,0,7,32247120,134363
447218,3.9581,-57,0,7,31825680,132607
448791,3.9556,-59,0,7,31825680,132607
449806,3.9566,-57,0,7,31825680,132607
450821,3.9541,-56,0,7,31825680,132607
451836,3.9541,-55,0,7,31825680,132607
452851,3.9559,-55,0,7,31825680,132607
453866,3.9563,-58,0,7,31825680,132607
454880,3.955,-60,0,7,31825680,132607
455894,3.9563,-57,0,7,31825680,132607
456908,3.9541,-62,0,7,31825680,132607
458069,3.9547,-58,0,7,32011680,133382
459087,3.9531,-58,0,7,32011680,133382
460101,3.9544,-54,0,7,32011680,133382
461115,3.9559,-56,0,7,32011680,133382
462129,3.9547,-53,0,7,32011680,133382
463143,3.9534,-57,0,7,32011680,133382
464767,3.9547,-55,0,7,32011680,133382
465781,3.9538,-52,0,7,32011680,133382
466796,3.9547,-53,0,7,32011680,133382
467811,3.9516,-54,0,7,32011680,133382
468974,3.9541,-54,0,7,32144640,133936
469989,3.955,-55,0,7,32144640,133936
471004,3.9525,-53,0,7,32144640,133936
472019,3.9534,-56,0,7,32144640,133936
473034,3.9519,-56,0,7,32144640,133936
474049,3.9503,-58,0,7,32144640,133936
475064,3.9525,-54,0,7,32144640,133936
476078,3.9525,-57,0,7,32144640,133936
477092,3.9522,-57,0,7,32144640,133936
478106,3.9531,-58,0,7,32144640,133936
479267,3.9525,-55,0,7,31965840,133191
480942,3.9516,-54,0,7,31965840,133191
481958,3.9522,-59,0,7,31965840,133191
482973,3.9531,-56,0,7,31965840,133191
483988,3.9516,-53,0,7,31965840,133191
485003,3.9531,-56,0,7,31965840,133191
486019,3.9525,-54,0,7,31965840,133191
487033,3.9503,-54,0,7,31965840,133191
488047,3.9519,-52,0,7,31965840,133191
489061,3.9516,-53,0,7,31965840,133191
490222,3.9516,-55,0,7,32015040,133396
491241,3.9503,-51,0,7,32015040,133396
492255,3.9519,-55,0,7,32015040,133396
493269,3.9497,-54,0,7,32015040,133396
494283,3.9506,-55,0,7,32015040,133396
495895,3.9513,-55,0,7,32015040,133396
496910,3.9506,-54,0,7,32015040,133396
497925,3.9513,-52,0,7,32015040,133396
498940,3.9494,-57,0,7,32015040,133396
499955,3.9488,-56,0,7,32015040,133396
501118,3.9497,-57,0,7,32150400,133960
502133,3.9481,-57,0,7,32150400,133960
503148,3.9497,-53,0,7,32150400,133960
504163,3.9475,-51,0,7,32150400,133960
505178,3.9491,-49,0,7,32150400,133960
506193,3.9488,-59,0,7,32150400,133960
507207,3.9491,-51,0,7,32150400,133960
508221,3.9503,-52,0,7,32150400,133960
509235,3.9481,-53,0,7,32150400,133960
510249,3.9462,-53,0,7,32150400,133960
512019,3.9491,-53,0,7,31744560,132269
513034,3.9488,-52,0,7,31744560,132269
514049,3.9481,-52,0,7,31744560,132269
515063,3.9475,-54,0,7,31744560,132269
516077,3.9478,-53,0,7,31744560,132269
517091,3.9484,-53,0,7,31744560,132269
518106,3.9488,-51,0,7,31744560,132269
519121,3.9481,-53,0,7,31744560,132269
520136,3.9478,-54,0,7,31744560,132269
521151,3.9472,-54,0,7,31744560,132269
522314,3.9475,-54,0,7,31992240,133301
523331,3.9453,-53,0,7,31992240,133301
524346,3.9478,-54,0,7,31992240,133301
525362,3.9484,-55,0,7,31992240,133301
526918,3.9475,-59,0,7,31992240,133301
527933,3.9462,-64,0,7,31992240,133301
528948,3.9453,-58,0,7,31992240,133301
529963,3.9456,-58,0,7,31992240,133301
530979,3.9462,-54,0,7,31992240,133301
531996,3.9462,-54,0,7,31992240,133301
533157,3.9447,-57,0,7,32082720,133678
534173,3.9466,-58,0,7,32082720,133678
535189,3.9438,-57,0,7,32082720,133678
536204,3.9475,-59,0,7,32082720,133678
537219,3.9456,-58,0,7,32082720,133678
538233,3.945,-58,0,7,32082720,133678
539247,3.9453,-59,0,7,32082720,133678
540261,3.9453,-59,0,7,32082720,133678
541276,3.9419,-59,0,7,32082720,133678
542897,3.9456,-57,0,7,32082720,133678
544060,3.945,-58,0,7,31979280,133247
545077,3.9438,-54,0,7,31979280,133247
546091,3.9416,-53,0,7,31979280,133247
547105,3.9456,-54,0,7,31979280,133247
548119,3.9444,-55,0,7,31979280,133247
549134,3.9444,-53,0,7,31979280,133247
550150,3.9434,-53,0,7,31979280,133247
551165,3.9422,-60,0,7,31979280,133247
552180,3.9434,-53,0,7,31979280,133247
553195,3.9434,-53,0,7,31979280,133247
554356,3.9434,-51,0,7,32048640,133536
555372,3.9434,-51,0,7,32048640,133536
556387,3.9419,-51,0,7,32048640,133536
557974,3.9425,-51,0,7,32048640,133536
558988,3.9438,-52,0,7,32048640,133536
560003,3.9428,-51,0,7,32048640,133536
561017,3.9419,-60,0,7,32048640,133536
562032,3.9428,-55,0,7,32048640,133536
563048,3.9441,-50,0,7,32048640,133536
564063,3.9413,-50,0,7,32048640,133536
565226,3.9422,-54,0,7,32076720,133653
566241,3.9419,-50,0,7,32076720,133653
567256,3.9425,-53,0,7,32076720,133653
568271,3.9438,-52,0,7,32076720,133653
569286,3.9428,-51,0,7,32076720,133653
570303,3.9422,-50,0,7,32076720,133653
571319,3.9425,-53,0,7,32076720,133653
572333,3.9413,-53,0,7,32076720,133653
